CVE_ID,Description,Cause1,Cause2,Location,Version,Attacker,Operation,Consequence
CVE-2018-1999024,MathJax version prior to version 2.7.4 contains a Cross Site Scripting (XSS) vulnerability in the \unicode{} macro that can result in Potentially untrusted Javascript running within a web browser. This attack appear to be exploitable via The victim must view a page where untrusted content is processed using Mathjax. This vulnerability appears to have been fixed in 2.7.4 and later.,a Cross Site Scripting (XSS) vulnerability,,the \unicode{} macro,MathJax version prior to version 2.7.4,,The victim must view a page where untrusted content is processed using Mathjax,Potentially untrusted Javascript running within a web browser
CVE-2020-14401,An issue was discovered in LibVNCServer before 0.9.13. libvncserver/scale.c has a pixel_value integer overflow.,a pixel_value integer overflow,,libvncserver/scale.c,LibVNCServer before 0.9.13,,,
CVE-2009-4027,Race condition in the mac80211 subsystem in the Linux kernel before 2.6.32-rc8-next-20091201 allows remote attackers to cause a denial of service (system crash) via a Delete Block ACK (aka DELBA) packet that triggers a certain state change in the absence of an aggregation session.,Race condition,,the mac80211 subsystem,the Linux kernel before 2.6.32-rc8-next-20091201,remote attackers,a Delete Block ACK (aka DELBA) packet that triggers a certain state change in the absence of an aggregation session,a denial of service (system crash)
CVE-2013-0859,"The add_doubles_metadata function in libavcodec/tiff.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a negative or zero count value in a TIFF image, which triggers an out-of-bounds array access.",,,The add_doubles_metadata function in libavcodec/tiff.c,FFmpeg before 1.1,remote attackers,a negative or zero count value in a TIFF image,an out-of-bounds array access
CVE-2018-11898,"In all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel, while processing start bss request from upper layer, out of bounds read occurs if ssid length is greater than maximum.",out of bounds read,,,"all android releases (Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the linux kernel",,ssid length is greater than maximum,
CVE-2019-19530,"In the Linux kernel before 5.2.10, there is a use-after-free bug that can be caused by a malicious USB device in the drivers/usb/class/cdc-acm.c driver, aka CID-c52873e5a1ef.",,,the drivers/usb/class/cdc-acm.c driver,the Linux kernel before 5.2.10,,a malicious USB device,a use-after-free bug
CVE-2018-14464,The LMP parser in tcpdump before 4.9.3 has a buffer over-read in print-lmp.c:lmp_print_data_link_subobjs().,a buffer over-read,,The LMP parser,tcpdump before 4.9.3,,,
CVE-2020-25021,An issue was discovered in Noise-Java through 2020-08-27. ChaChaPolyCipherState.encryptWithAd() allows out-of-bounds access.,out-of-bounds access,,ChaChaPolyCipherState.encryptWithAd(),Noise-Java through 2020-08-27,,,
CVE-2011-1008,"Scrips_Overlay.pm in Best Practical Solutions RT before 3.8.9 does not properly restrict access to a TicketObj in a Scrip after a CurrentUser change, which allows remote authenticated users to obtain sensitive information via unspecified vectors, as demonstrated by custom-field value information, related to SQL logging.",does not properly restrict access to a TicketObj in a Scrip after a CurrentUser change,,Scrips_Overlay.pm,Best Practical Solutions RT before 3.8.9,remote authenticated users,,obtain sensitive information
CVE-2016-7179,Stack-based buffer overflow in epan/dissectors/packet-catapult-dct2000.c in the Catapult DCT2000 dissector in Wireshark 2.x before 2.0.6 allows remote attackers to cause a denial of service (application crash) via a crafted packet.,Stack-based buffer overflow,,epan/dissectors/packet-catapult-dct2000.c in the Catapult DCT2000 dissector,Wireshark 2.x before 2.0.6,remote attackers,a crafted packet,a denial of service (application crash)
CVE-2020-8943,An arbitrary memory read vulnerability in Asylo versions up to 0.6.0 allows an untrusted attacker to make a call to enc_untrusted_recvfrom whose return size was not validated against the requested size. The parameter size is unchecked allowing the attacker to read memory locations outside of the intended buffer size including memory addresses within the secure enclave. We recommend upgrading past commit 6e158d558abd3c29a0208e30c97c9a8c5bd4230f,An arbitrary memory read vulnerability,The parameter size is unchecked,,Asylo versions up to 0.6.0,an untrusted attacker,,read memory locations outside of the intended buffer size including memory addresses within the secure enclave
CVE-2016-8650,"The mpi_powm function in lib/mpi/mpi-pow.c in the Linux kernel through 4.8.11 does not ensure that memory is allocated for limb data, which allows local users to cause a denial of service (stack memory corruption and panic) via an add_key system call for an RSA key with a zero exponent.",does not ensure that memory is allocated for limb data,,The mpi_powm function in lib/mpi/mpi-pow.c,the Linux kernel through 4.8.11,local users,an add_key system call for an RSA key with a zero exponent,a denial of service (stack memory corruption and panic)
CVE-2017-18200,"The f2fs implementation in the Linux kernel before 4.14 mishandles reference counts associated with f2fs_wait_discard_bios calls, which allows local users to cause a denial of service (BUG), as demonstrated by fstrim.",mishandles reference counts associated with f2fs_wait_discard_bios calls,,The f2fs implementation,the Linux kernel before 4.14,local users,,a denial of service (BUG)
CVE-2014-1459,SQL injection vulnerability in dg-admin/index.php in doorGets CMS 5.2 and earlier allows remote authenticated administrators to execute arbitrary SQL commands via the _position_down_id parameter. NOTE: this can be leveraged using CSRF to allow remote attackers to execute arbitrary SQL commands.,SQL injection vulnerability,,dg-admin/index.php,doorGets CMS 5.2 and earlier,remote authenticated administrators,the _position_down_id parameter,execute arbitrary SQL commands
CVE-2014-3145,"The BPF_S_ANC_NLATTR_NEST extension implementation in the sk_run_filter function in net/core/filter.c in the Linux kernel through 3.14.3 uses the reverse order in a certain subtraction, which allows local users to cause a denial of service (over-read and system crash) via crafted BPF instructions. NOTE: the affected code was moved to the __skb_get_nlattr_nest function before the vulnerability was announced.",uses the reverse order in a certain subtraction,,The BPF_S_ANC_NLATTR_NEST extension implementation in the sk_run_filter function in net/core/filter.c,the Linux kernel through 3.14.3,local users,crafted BPF instructions,a denial of service (over-read and system crash)
CVE-2016-2857,The net_checksum_calculate function in net/checksum.c in QEMU allows local guest OS users to cause a denial of service (out-of-bounds heap read and crash) via the payload length in a crafted packet.,,,The net_checksum_calculate function in net/checksum.c,,local guest OS users,the payload length in a crafted packet,a denial of service (out-of-bounds heap read and crash)
CVE-2020-7039,"tcp_emu in tcp_subr.c in libslirp 4.1.0, as used in QEMU 4.2.0, mismanages memory, as demonstrated by IRC DCC commands in EMU_IRC. This can cause a heap-based buffer overflow or other out-of-bounds access which can lead to a DoS or potential execute arbitrary code.",mismanages memory,,tcp_emu in tcp_subr.c,"libslirp 4.1.0, as used in QEMU 4.2.0",,,a heap-based buffer overflow or other out-of-bounds access which can lead to a DoS or potential execute arbitrary code
CVE-2011-4592,"The command-line cron implementation in Moodle 2.0.x before 2.0.6 and 2.1.x before 2.1.3 does not properly interact with IP blocking, which might allow remote attackers to bypass intended IP address restrictions by leveraging a configuration in which IP blocking was disabled to restore cron functionality.",does not properly interact with IP blocking,,,Moodle 2.0.x before 2.0.6 and 2.1.x before 2.1.3,remote attackers,leveraging a configuration in which IP blocking was disabled to restore cron functionality,bypass intended IP address restrictions
CVE-2019-15692,TigerVNC version prior to 1.10.1 is vulnerable to heap buffer overflow. Vulnerability could be triggered from CopyRectDecoder due to incorrect value checks. Exploitation of this vulnerability could potentially result into remote code execution. This attack appear to be exploitable via network connectivity.,heap buffer overflow,,,TigerVNC version prior to 1.10.1,,incorrect value checks,remote code execution
CVE-2019-15216,An issue was discovered in the Linux kernel before 5.0.14. There is a NULL pointer dereference caused by a malicious USB device in the drivers/usb/misc/yurex.c driver.,,,the drivers/usb/misc/yurex.c driver,the Linux kernel before 5.0.14,,a malicious USB device,a NULL pointer dereference
CVE-2019-19388,A cross-site scripting (XSS) vulnerability in app/dialplans/dialplan_detail_edit.php in FusionPBX 4.4.1 allows remote attackers to inject arbitrary web script or HTML via the dialplan_uuid parameter.,A cross-site scripting (XSS) vulnerability,,app/dialplans/dialplan_detail_edit.php,FusionPBX 4.4.1,remote attackers,the dialplan_uuid parameter,inject arbitrary web script or HTML
CVE-2014-9140,Buffer overflow in the ppp_hdlc function in print-ppp.c in tcpdump 4.6.2 and earlier allows remote attackers to cause a denial of service (crash) cia a crafted PPP packet.,Buffer overflow,,the ppp_hdlc function in print-ppp.c,tcpdump 4.6.2,remote attackers,a crafted PPP packet,a denial of service (crash)
CVE-2015-4001,Integer signedness error in the oz_hcd_get_desc_cnf function in drivers/staging/ozwpan/ozhcd.c in the OZWPAN driver in the Linux kernel through 4.0.5 allows remote attackers to cause a denial of service (system crash) or possibly execute arbitrary code via a crafted packet.,Integer signedness error,,the oz_hcd_get_desc_cnf function in drivers/staging/ozwpan/ozhcd.c in the OZWPAN driver,the Linux kernel through 4.0.5,remote attackers,a crafted packet,a denial of service (system crash) or possibly execute arbitrary code
CVE-2016-9184,"In /framework/modules/core/controllers/expHTMLEditorController.php of Exponent CMS 2.4.0, untrusted input is used to construct a table name, and in the selectObject method in mysqli class, table names are wrapped with a character that common filters do not filter, allowing for SQL Injection. Impact is Information Disclosure.",,,/framework/modules/core/controllers/expHTMLEditorController.php,Exponent CMS 2.4.0,,"untrusted input is used to construct a table name, and in the selectObject method in mysqli class, table names are wrapped with a character that common filters do not filter",SQL Injection. Impact is Information Disclosure
CVE-2019-13222,An out-of-bounds read of a global buffer in the draw_line function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service or disclose sensitive information by opening a crafted Ogg Vorbis file.,An out-of-bounds read of a global buffer,,the draw_line function,stb_vorbis through 2019-03-04,,opening a crafted Ogg Vorbis file,a denial of service or disclose sensitive information
CVE-2017-16357,"In radare 2.0.1, a memory corruption vulnerability exists in store_versioninfo_gnu_verdef() and store_versioninfo_gnu_verneed() in libr/bin/format/elf/elf.c, as demonstrated by an invalid free. This error is due to improper sh_size validation when allocating memory.",a memory corruption vulnerability,improper sh_size validation when allocating memory,store_versioninfo_gnu_verdef() and store_versioninfo_gnu_verneed() in libr/bin/format/elf/elf.c,radare 2.0.1,,,
CVE-2013-2191,"python-bugzilla before 0.9.0 does not validate X.509 certificates, which allows man-in-the-middle attackers to spoof Bugzilla servers via a crafted certificate.",does not validate X.509 certificates,,,python-bugzilla before 0.9.0,man-in-the-middle attackers,a crafted certificate,spoof Bugzilla servers
CVE-2017-13027,The LLDP parser in tcpdump before 4.9.2 has a buffer over-read in print-lldp.c:lldp_mgmt_addr_tlv_print().,a buffer over-read,,The LLDP parser,tcpdump before 4.9.2,,,
CVE-2020-7693,Incorrect handling of Upgrade header with the value websocket leads in crashing of containers hosting sockjs apps. This affects the package sockjs before 0.3.20.,Incorrect handling of Upgrade header with the value websocket,,,the package sockjs before 0.3.20,,,crashing of containers hosting sockjs apps
